Date,Rainfall (mm),Tmax (°C),Tmin (°C),Tmean (°C),Tavg (°C),Tmean_final (°C),ET (mm/day),Ra (mm/day),ndvi_modis,Latitude,Longitude,Station,relative_humidity
2000-01-17,1.03911,22.0,16.9,19.4,19.45,19.4,2.0626586498791464,10.675088850637023,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-18,1.63242,21.9,16.1,19.0,19.0,19.0,2.1842059978542396,10.715290358649712,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-19,29.4981,20.7,16.0,18.4,18.35,18.4,1.9416145867428236,10.756666167633687,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-20,13.6672,20.9,16.4,18.6,18.65,18.6,1.9179036286942994,10.799193036407273,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-21,1.38618,20.6,17.3,19.0,18.950000000000003,19.0,1.6671549091049287,10.842847033182052,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-22,0.0610493,21.0,16.6,18.8,18.8,18.8,1.9225053550379585,10.88760354985156,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-23,0.0120001,21.7,15.7,18.7,18.7,18.7,2.2482937080325276,10.933437317033222,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-24,0.0503629,22.9,14.0,18.4,18.45,18.4,2.727385344763174,10.980322419872115,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-25,0.0622351,23.5,13.9,18.7,18.7,18.7,2.868548671819283,11.02823231461335,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-26,8.10607,20.9,14.8,17.8,17.85,17.8,2.2401153918288346,11.077139845948084,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-27,0.512489,22.7,16.2,19.4,19.45,19.4,2.427203647813721,11.127017265136253,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-28,0.0032586,22.5,17.1,19.8,19.8,19.8,2.2463131729622927,11.177836248907006,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-29,0.000465801,24.3,16.0,20.2,20.15,20.2,2.827571040398276,11.229567919135897,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-30,0.00872626,24.8,15.5,20.2,20.15,20.2,3.007087334622396,11.282182863295606,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-01-31,0.486257,25.7,15.8,20.8,20.75,20.8,3.1664979442888015,11.335651155674876,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-01,4.67504,25.8,17.0,21.4,21.4,21.4,3.0463287286087577,11.389942379358072,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-02,0.00686635,25.9,16.0,21.0,20.95,21.0,3.2136156166994834,11.44502564895548,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-03,0.00552193,24.7,15.6,20.2,20.15,20.2,3.0322346723125793,11.500869634072261,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-04,0.00406331,24.3,16.1,20.2,20.200000000000003,20.2,2.8925448621469445,11.557442583501512,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-05,0.000951885,24.8,15.5,20.2,20.15,20.2,3.0957178080288643,11.614712350124694,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-06,0.0,24.8,15.5,20.2,20.15,20.2,3.1111592167839164,11.672646416500344,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-07,0.0885168,26.4,15.8,21.1,21.1,21.1,3.4172224451078774,11.731211921119614,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-08,0.0111593,26.7,16.1,21.4,21.4,21.4,3.4609432588878515,11.79037568530495,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-09,0.00295408,25.6,16.4,21.0,21.0,21.0,3.20756632963751,11.850104240725955,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-10,0.00260617,25.6,15.8,20.7,20.700000000000003,20.7,3.301616548048202,11.910363857504203,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-11,0.0351195,25.5,16.2,20.8,20.85,20.8,3.2410924561688126,11.971120572876641,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-12,0.00835551,25.4,15.5,20.4,20.45,20.4,3.3262807278033533,12.032340220385077,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-13,0.00107086,25.7,16.1,20.9,20.9,20.9,3.335369610115104,12.093988459557092,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-14,0.0302931,26.0,16.0,21.0,21.0,21.0,3.430452052946594,12.156030806041876,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-15,0.00117026,25.9,16.7,21.3,21.299999999999997,21.3,3.3328364840695355,12.218432662162355,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-16,0.000873504,26.2,16.9,21.6,21.549999999999997,21.6,3.3939457684560854,12.281159347843314,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-17,0.0239855,26.5,17.1,21.8,21.8,21.8,3.4470617118417666,12.344176131873294,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-18,0.040061,26.4,17.7,22.0,22.049999999999997,22.0,3.3500632550545504,12.407448263456551,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-19,0.296831,25.6,17.3,21.4,21.450000000000003,21.4,3.2393074806674305,12.470941004009605,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-20,0.0266753,25.5,15.8,20.6,20.65,20.6,3.447911326650991,12.534619659155624,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-21,0.0868268,25.3,17.4,21.3,21.35,21.3,3.1844559251741122,12.59844961086851,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-22,0.118119,25.0,18.2,21.6,21.6,21.6,2.992226174328588,12.662396349717145,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-23,0.0365449,25.1,17.9,21.5,21.5,21.5,3.086690422207238,12.726425507159547,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-24,0.046859,24.8,18.5,21.6,21.65,21.6,2.9092560937135796,12.790502887835254,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-25,0.313435,25.3,17.9,21.6,21.6,21.6,3.1688253164389053,12.854594501803797,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-26,1.4395,25.4,18.2,21.8,21.799999999999997,21.8,3.1572353760216862,12.91866659667618,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-27,0.917235,25.9,18.4,22.2,22.15,22.2,3.2710185122254236,12.982685689585889,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-28,0.117675,26.3,17.9,22.1,22.1,22.1,3.4700708436057894,13.046618598945317,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-02-29,0.136502,26.1,18.0,22.0,22.05,22.0,3.415626981676073,13.110432475933527,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-01,1.14141,26.1,17.8,22.0,21.950000000000003,22.0,3.4743273868333477,13.174094835660792,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-02,0.055055,26.0,17.6,21.8,21.8,21.8,3.4943874131032913,13.237573587955671,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-03,0.0422074,25.7,16.6,21.2,21.15,21.2,3.5990850756680706,13.300837067720328,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-04,0.0352773,26.3,16.9,21.6,21.6,21.6,3.7129551996238703,13.363854064800252,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-05,0.0503144,26.6,16.7,21.7,21.65,21.7,3.838030139825846,13.426593853314891,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-06,0.0188844,26.6,17.5,22.0,22.05,22.0,3.7248792877223864,13.489026220396463,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-07,0.281217,26.7,17.5,22.1,22.1,22.1,3.7719843692855686,13.551121494284772,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-08,0.00447156,26.3,16.3,21.3,21.3,21.3,3.8712718599486338,13.61285057172696,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-09,0.00994234,25.5,15.7,20.6,20.6,20.6,3.780711581774837,13.674184944632003,,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-10,0.017139,25.7,15.5,20.6,20.6,20.6,3.8742787851047567,13.735096725931049,0.357703,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-11,0.0258268,26.0,15.9,21.0,20.95,21.0,3.9125467618081924,13.79555867459603,0.360923,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-12,0.0244432,26.5,16.9,21.7,21.7,21.7,3.90017538370913,13.8555442197703,0.39346,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-13,0.00651394,26.6,17.4,22.0,22.0,22.0,3.8635709344633344,13.91502748396677,0.403845,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-14,0.00406857,26.8,17.0,21.9,21.9,21.9,3.9944004382324643,13.973983305290831,0.454492,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-15,0.0670456,26.6,17.2,21.9,21.9,21.9,3.928383074453596,14.032387258646757,0.454492,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-16,5.88258e-05,26.7,17.7,22.2,22.2,22.2,3.8888995265453095,14.090215675888802,0.446767,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-17,0.00851528,27.1,18.1,22.6,22.6,22.6,3.9437419535419056,14.147445664879841,0.454492,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-18,1.99659,26.1,18.5,22.3,22.3,22.3,3.611531057573681,14.20405512742274,0.462217,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-19,0.0170071,26.4,18.7,22.6,22.549999999999997,22.6,3.676840433475891,14.26002277603189,0.446767,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-20,0.0855018,26.0,18.5,22.2,22.25,22.2,3.6067809469658187,14.315328149514661,0.461592,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-21,0.840482,25.3,18.3,21.8,21.8,21.8,3.4627995160426592,14.369951627334988,0.501628,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-22,0.697262,24.7,18.1,21.4,21.4,21.4,3.340933290943717,14.42387444273384,0.541663,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-23,1.84323,24.1,17.3,20.7,20.700000000000003,20.7,3.3429044012346947,14.477078694583813,0.553307,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-24,0.135463,24.8,17.4,21.1,21.1,21.1,3.5362697178528735,14.52954735795784,0.548831,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-25,0.625968,25.2,17.4,21.3,21.299999999999997,21.3,3.6622423173765113,14.581264293394646,0.553762,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-26,5.53021,24.5,17.7,21.1,21.1,21.1,3.413830431421757,14.632214254846325,0.543654,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-27,1.01368,25.2,18.1,21.7,21.65,21.7,3.5542719297882437,14.682382896296176,0.543342,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-28,0.28719,25.2,17.9,21.6,21.549999999999997,21.6,3.6069492174737485,14.731756777037813,0.53814,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-29,0.966259,25.6,17.8,21.7,21.700000000000003,21.7,3.7502150184124092,14.7803233656092,0.521886,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-30,1.08393,24.9,17.7,21.3,21.299999999999997,21.3,3.5781249289176866,14.828071042378426,0.499067,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-03-31,25.8336,23.0,16.8,19.9,19.9,19.9,3.2116017593626456,14.874989100780466,0.499067,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-01,9.19155,22.4,16.7,19.6,19.549999999999997,19.6,3.0643387162115827,14.921067747207372,0.414756,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-02,25.5293,20.9,17.9,19.4,19.4,19.4,2.217919577997993,14.96629809955683,0.336239,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-03,8.26647,22.5,18.2,20.4,20.35,20.4,2.7347999752280066,15.010672184447152,0.319488,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-04,4.19088,21.7,18.1,19.9,19.9,19.9,2.4767240750018025,15.054182933109205,0.319488,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-05,0.106795,22.8,17.7,20.2,20.25,20.2,2.9797657074722332,15.096824175968663,0.303228,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-06,0.120304,22.1,16.9,19.5,19.5,19.5,2.961582157775571,15.138590635934722,0.286967,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-07,0.0600581,23.9,15.6,19.8,19.75,19.8,3.7819132430317666,15.179477920413802,0.303228,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-08,5.22222,22.5,15.5,19.0,19.0,19.0,3.4081959861611524,15.219482512069513,0.309,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-09,3.00776,22.7,15.2,19.0,18.95,19.0,3.536885696408765,15.258601758352626,0.287484,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-10,0.995407,22.7,15.8,19.2,19.25,19.2,3.419445256159826,15.29683385982702,0.287484,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-11,0.0121154,23.5,16.3,19.9,19.9,19.9,3.5677624528076977,15.33417785732018,0.287484,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-12,0.157836,23.9,15.9,19.9,19.9,19.9,3.7696927153608795,15.370633617928771,0.257518,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-13,1.14048,24.3,17.3,20.8,20.8,20.8,3.6187596857507107,15.406201819912189,0.293752,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-14,0.323609,25.0,17.8,21.4,21.4,21.4,3.7355306986836125,15.440883936508875,0.293752,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-15,0.0270729,25.0,18.0,21.5,21.5,21.5,3.7007619118615946,15.474682218712111,0.293357,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-16,2.70278,23.6,17.6,20.6,20.6,20.6,3.3548975843115256,15.507599677043977,0.293357,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-17,1.79532,24.5,17.3,20.9,20.9,20.9,3.7114704272038868,15.539640062367663,0.296984,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-18,0.208238,24.0,17.7,20.8,20.85,20.8,3.4697370270901757,15.570807845779996,0.259866,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-19,0.0650532,24.5,17.8,21.2,21.15,21.2,3.622307317503908,15.601108197627601,0.253565,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-20,0.228664,23.7,18.5,21.1,21.1,21.1,3.1889909361420092,15.63054696569118,0.392286,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-21,0.53995,24.4,18.4,21.4,21.4,21.4,3.4582562930828495,15.659130652583956,0.392286,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-22,0.166115,24.3,18.5,21.4,21.4,21.4,3.4061525718936134,15.686866392411027,0.522359,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-23,0.0511604,24.9,18.4,21.6,21.65,21.6,3.630453722733271,15.71376192673762,0.392286,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-24,0.302574,25.6,18.4,22.0,22.0,22.0,3.8661355059422604,15.739825579914855,0.290329,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-25,0.258353,26.0,18.5,22.2,22.25,22.2,3.9720459025381527,15.765066233812412,0.290329,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-26,1.32019,25.6,18.6,22.1,22.1,22.1,3.833698412945513,15.789493302007859,0.290329,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-27,4.37845,24.8,18.7,21.8,21.75,21.8,3.557176508320572,15.813116703483105,0.262119,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-28,0.0352951,25.5,17.8,21.6,21.65,21.6,3.982111860388435,15.835946835878387,0.290329,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-29,0.000721495,24.6,17.6,21.1,21.1,21.1,3.753831043815162,15.857994548354474,0.318538,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-04-30,0.000388479,25.6,17.2,21.4,21.4,21.4,4.149388603056572,15.879271114113925,0.334173,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-01,0.165508,25.8,17.5,21.6,21.65,21.6,4.15101634308162,15.899788202631742,0.334296,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-02,0.0721563,25.7,18.6,22.2,22.15,22.2,3.9025457515228497,15.91955785164595,0.334296,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-03,0.503517,25.8,18.9,22.3,22.35,22.3,3.861417136184304,15.938592438957954,0.350054,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-04,0.0044723,25.9,18.8,22.3,22.35,22.3,3.9214802586361417,15.956904654092115,0.461218,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-05,0.136907,25.7,18.7,22.2,22.2,22.2,3.888340815544208,15.974507469863427,0.565362,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-06,0.0763539,25.9,18.4,22.2,22.15,22.2,4.029074788831541,15.991414113901442,0.447221,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-07,0.518871,26.3,18.7,22.5,22.5,22.5,4.0904108707048135,16.007638040177774,0.350054,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-08,0.129069,26.0,19.1,22.6,22.55,22.6,3.91095489814659,16.023192900583442,0.420392,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-09,0.0253343,26.2,18.3,22.2,22.25,22.2,4.147191477608286,16.03809251660165,0.49073,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-10,0.116288,26.2,19.0,22.6,22.6,22.6,4.002341045339385,16.052350851120014,0.49073,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-11,1.6489,25.5,19.2,22.4,22.35,22.4,3.7284767507465526,16.065981980425484,0.512937,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-12,2.82955,25.6,19.4,22.5,22.5,22.5,3.710972738151624,16.079000066423646,0.49073,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-13,2.0,25.5,19.3,22.4,22.4,22.4,3.7046235757389514,16.091419329122953,0.49073,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-14,0.013028,26.0,18.4,22.2,22.2,22.2,4.0842119078667,16.103254019422767,0.512937,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-15,0.248305,26.2,16.6,21.4,21.4,21.4,4.5015994597571005,16.114518392243006,0.543975,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-16,0.048235,26.5,17.7,22.1,22.1,22.1,4.3898319617564345,16.12522668003123,0.541386,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-17,3.92904,26.6,18.1,22.4,22.35,22.4,4.349535716885689,16.135393066681882,0.513629,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-18,0.00859214,27.1,17.8,22.4,22.450000000000003,22.4,4.55233553181054,16.14503166190046,0.513629,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-19,0.592263,27.5,18.8,23.2,23.15,23.2,4.493198491163251,16.154156476043973,0.455718,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-20,0.0790956,27.6,19.5,23.6,23.55,23.6,4.380127834679157,16.16278139546733,0.455718,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-21,0.126114,26.6,18.9,22.8,22.75,22.8,4.1901924021279235,16.170920158403682,0.455718,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-22,0.253747,27.1,18.7,22.9,22.9,22.9,4.389372708083428,16.178586331405057,0.461672,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-23,0.0114623,27.0,18.0,22.5,22.5,22.5,4.500783539140353,16.185793286368014,0.492115,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-24,0.132431,28.1,18.0,23.0,23.05,23.0,4.829076049356622,16.192554178167313,0.462303,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-25,0.0,27.8,18.1,23.0,22.950000000000003,23.0,4.734334136464114,16.198881922919163,0.433827,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-26,0.735523,27.4,18.3,22.8,22.85,22.8,4.564760024382765,16.204789176893726,0.462303,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-27,0.137886,27.1,18.9,23.0,23.0,23.0,4.355977868646857,16.210288316095273,0.448065,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-28,1.09746,26.8,19.5,23.2,23.15,23.2,4.131431525938347,16.21539141652669,0.508434,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-29,0.527671,26.9,19.2,23.0,23.049999999999997,23.0,4.223642615306438,16.220110235153527,0.462303,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-30,0.021012,27.4,19.1,23.2,23.25,23.2,4.407789926508953,16.224456191581513,0.462303,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-05-31,0.697492,27.3,18.8,23.0,23.05,23.0,4.439910805158259,16.228440350459906,0.460463,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-01,0.0807274,27.9,19.2,23.6,23.549999999999997,23.6,4.558918217348638,16.2320734046217,0.432788,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-02,0.00184408,28.3,19.5,23.9,23.9,23.9,4.6192056897275995,16.235365658970764,0.460463,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-03,0.00548499,28.4,18.8,23.6,23.6,23.6,4.7907673031258975,16.23832701512429,0.460463,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-04,0.0143064,28.7,18.9,23.8,23.799999999999997,23.8,4.8645882586991505,16.240966956818312,0.493701,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-05,0.01636,28.7,19.8,24.2,24.25,24.2,4.681082002330583,16.24329453608259,0.493701,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-06,0.460665,28.9,19.9,24.4,24.4,24.4,4.7303118001202815,16.24531836019054,0.493701,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-07,1.36876,28.1,20.0,24.0,24.05,24.0,4.445504485691907,16.247046579388666,0.501579,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-08,0.530937,28.3,19.9,24.1,24.1,24.1,4.538312799367935,16.248486875409352,0.523174,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-09,0.127521,28.3,20.0,24.2,24.15,24.2,4.5223074949015345,16.24964645077004,0.525321,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-10,0.62871,28.1,19.9,24.0,24.0,24.0,4.473821246748275,16.250532018861147,0.526494,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-11,1.27076,28.5,19.6,24.0,24.05,24.0,4.66104412747746,16.251149794824496,0.498377,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-12,0.0182226,29.0,20.5,24.8,24.75,24.8,4.642377971558768,16.25150548722349,0.49283,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-13,0.0544059,28.7,20.0,24.4,24.35,24.4,4.652604672020827,16.25160429050584,0.420615,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-14,2.42963,28.7,19.8,24.2,24.25,24.2,4.683432541901422,16.25145087825922,0.456722,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-15,0.0137966,27.9,20.1,24.0,24.0,24.0,4.363478390665386,16.251049397259887,0.405584,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-16,0.154336,27.9,20.4,24.2,24.15,24.2,4.299044159171977,16.25040346231416,0.390554,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-17,0.00413978,27.6,20.6,24.1,24.1,24.1,4.143156257756578,16.249516151892156,0.390554,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-18,0.935134,28.2,19.7,24.0,23.95,24.0,4.554323913925302,16.24839000455341,0.390554,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-19,0.00966796,28.4,19.7,24.0,24.049999999999997,24.0,4.60720616577367,16.247027016163386,0.390554,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-20,0.425487,28.3,19.4,23.8,23.85,23.8,4.637109428873617,16.24542863790032,0.373416,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-21,0.0580708,28.6,20.1,24.4,24.35,24.4,4.596549308603256,16.243595775051215,0.381985,21.4645,-158.1132,MA'O Organic Farms (original site),
2000-06-22,0.410324,27.9,19.8,23.8,23.85,23.8,4.422731578848484,16.241528786596277,0.373416,21.4645,-158.1132,MA'O Organic Farms (original site),
